Last name of the artist;First name of the artist;Sex of the artist (F/M/FM/empty);Membership in movement, if applicable;Biographical elements;Detailed address of the artist, as it appears in the catalogue;Country of the artist;State of the artist;City of the artist;Street number of the artist's address;Street name of the artist's address;Floor level of the artist's address;Local address of the artist;Additional information on the artist's address;Address as it appears in the catalogue;Country of the artist 2;State of the artist 2;City of the artist 2;Street number of the artist's address 2;Street name of the artist's address 2;Floor level of the artist's address 2;Local address of the artist 2;Additional information on the artist's address 2;Artist's nationality;Student of;Birth year;Month of birth;Day of birth;Detailed birth address of the artist, as it appears in the catalogue;Country of birth;State of birth;City of birth;Street number of the birth address;Street name of the birth address;Floor level of the birth address;Local address of birth;Additional information on the birth address;Year of death;Month of death;Day of death;Detailed death address of the artist, as it appears in the catalogue;Country of death;State of death;City of death;Street number of the death address;Street name of the death address;Floor level of the death address;Local address of death;Additional information on the death address;Notes;Number;Title of artwork;Subtitle;Translated title;Start year of creation;Start month of creation;Start day of creation;End year of creation;End month of creation;End day of creation;Country of creation;State of creation;City of creation;Dimensions;Categories;Medium;Room;Chapter of the catalogue ?;Price;Location/Owner;Owner's country;Owner's state;Owner's city;Notes;
LEGUAY, Charles-Henri; ; ; ;né à Paris. -29, rue de Turin; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;683;Grandes manoeuvres;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEJEUNE, Edouard-Angel; ; ; ;né à Caen (Calvados) 26, rue des Jardies, à Bellevue (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;684;Chemin de la carrière;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEJEUNE, Edouard-Angel; ; ; ;né à Caen (Calvados) 26, rue des Jardies, à Bellevue (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;685;Au Bas-Meudon (étude;Panneau; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEJEUNE, Edouard-Angel; ; ; ;né à Caen (Calvados) 26, rue des Jardies, à Bellevue (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;686;Au bois de Bellevue (étude;Panneau; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEJEUNE, Edouard-Angel; ; ; ;né à Caen (Calvados) 26, rue des Jardies, à Bellevue (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;687;Vue de Bellevue, sur Billancourt (étude;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEJEUNE, Edouard-Angel; ; ; ;né à Caen (Calvados) 26, rue des Jardies, à Bellevue (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;688;Chemin sur le plateau des Bruyères (petite gelée;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEJEUNE, Edouard-Angel; ; ; ;né à Caen (Calvados) 26, rue des Jardies, à Bellevue (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;689;Chène dans les taillis au bois de Meudon (première neige;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEJEUNE, Edouard-Angel; ; ; ;né à Caen (Calvados) 26, rue des Jardies, à Bellevue (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;690;Une mare au bois de Meudon (première neige;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEJEUNE, Edouard-Angel; ; ; ;né à Caen (Calvados) 26, rue des Jardies, à Bellevue (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;691;La neige sur le plateau des Bruyères à Bellevue;Appartient à M. Wisler; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEJEUNE, Edouard-Angel; ; ; ;né à Caen (Calvados) 26, rue des Jardies, à Bellevue (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;692;Chemin dans le taillis (grande étude;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEJEUNE, Edouard-Angel; ; ; ;né à Caen (Calvados) 26, rue des Jardies, à Bellevue (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;693;Toujours en plein taillis (Bellevue;étude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEMMEN, Georges; ; ; ;220, rue Verte, Bruxelles; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;694;Fête foraine (motif de décor;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEMMEN, Georges; ; ; ;220, rue Verte, Bruxelles; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;695;Portrait de jeune fille;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEMMEN, Georges; ; ; ;220, rue Verte, Bruxelles; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;696;M. Émile Verhaeren;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEMMEN, Georges; ; ; ;220, rue Verte, Bruxelles; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;697;Au piano;Dessin; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEMMEN, Georges; ; ; ;220, rue Verte, Bruxelles; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;698;Concert maroçain;Lithographie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEMMEN, Georges; ; ; ;220, rue Verte, Bruxelles; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;699;La lampe;Lithogaphie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LEMMEN, Georges; ; ; ;220, rue Verte, Bruxelles; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;700;Vaisseau-Fantôme;Lithographie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LESSORE, Henri-Emile; ; ; ;né à Paris. -2, quai de Gesvres, atelier 21, quai Bourbon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;701;La Tricoteuse;Esquisse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LESSORE, Henri-Emile; ; ; ;né à Paris. -2, quai de Gesvres, atelier 21, quai Bourbon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;702;Le point de vue du chemin Carnot. Forêt de Fontainebleau;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LESSORE, Henri-Emile; ; ; ;né à Paris. -2, quai de Gesvres, atelier 21, quai Bourbon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;703;Portrait de M. X;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LESSORE, Henri-Emile; ; ; ;né à Paris. -2, quai de Gesvres, atelier 21, quai Bourbon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;704;La mère Modeste;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LESSORE, Henri-Emile; ; ; ;né à Paris. -2, quai de Gesvres, atelier 21, quai Bourbon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;705;Grands chènes à la mare aux fées;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LESSORE, Henri-Emile; ; ; ;né à Paris. -2, quai de Gesvres, atelier 21, quai Bourbon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;706;Charme;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LESSORE, Henri-Emile; ; ; ;né à Paris. -2, quai de Gesvres, atelier 21, quai Bourbon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;707;Diverses gravures à la pointe sèche;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LE VILLAIN, Auguste-Ernest; ; ; ;né à Paris. -30, rue Alphonse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;708;Une mare, à Combs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LE VILLAIN, Auguste-Ernest; ; ; ;né à Paris. -30, rue Alphonse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;709;Marine, à St;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LE VILLAIN, Auguste-Ernest; ; ; ;né à Paris. -30, rue Alphonse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;710;La route de la gare;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LE VILLAIN, Auguste-Ernest; ; ; ;né à Paris. -30, rue Alphonse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;711;Bord de l'Hyère;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LE VILLAIN, Auguste-Ernest; ; ; ;né à Paris. -30, rue Alphonse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712;Automne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LE VILLAIN, Auguste-Ernest; ; ; ;né à Paris. -30, rue Alphonse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;713;Coucher du soleil;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LE VILLAIN, Auguste-Ernest; ; ; ;né à Paris. -30, rue Alphonse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;714;Le moulin (St;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LE VILLAIN, Auguste-Ernest; ; ; ;né à Paris. -30, rue Alphonse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;715;Morsalines (Manche);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LHUER, Jules-Jean; ; ; ;né à Paris. -4, rue Las; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;716;Baie de Douarnenez (Finistère);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LOMBARD, Gaëtan; ; ; ;né à Paris -32, rue Caumartin; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;717;La Gorge aux Loups (Fontainebleau;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LOMBARD, Gaëtan; ; ; ;né à Paris -32, rue Caumartin; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;718;L'Hiver;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LORIN, Georges; ; ; ;né à Auxerre (Vonne). -7, rue Campagne-Première, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;719;Soir de rêve;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LORIN, Georges; ; ; ;né à Auxerre (Vonne). -7, rue Campagne-Première, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;720;L'Hymne à la lune;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LORIN, Georges; ; ; ;né à Auxerre (Vonne). -7, rue Campagne-Première, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;721;A marée basse;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LOTTIN, Frédérick-A; ; ; ;42, rue Boulainvilliers, Passy; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;722;« Ever and Never?;Nature morte; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;723;La Seine à Herblay. Couchant;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;724;Intérieur;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;725;La Seine à la Frette;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;726;Herblay, le quai, soir;Appartient à M. M; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;727;Croquis;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;728;Etude;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;729;Etude;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LUCE, Maximilien; ; ; ;né à Paris. -6, rue Cortot; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;730;Eventail;Appartient à M. G.); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LYONNET, Henri; ; ; ;né à Dornecy (Nièvie). -17, rue de Madrid. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;731;Ruisseau d'Armance (Morvan;Aquarelle; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LYONNET, Henri; ; ; ;né à Dornecy (Nièvie). -17, rue de Madrid. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;732;Bouquet de roses;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
LYONNET, Henri; ; ; ;né à Dornecy (Nièvie). -17, rue de Madrid. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;733;Un coin de la rade de Brest. (Finistère;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MADIOL, Adrien-Jean; ; ; ; né à Groningen (Hollande). Plaine des Tilleuls, Wolunée Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;734;Le grand;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MAILLARD, Th.; ; ; ;né à Chatellerault. -12, rue du Cognet, Chatellerault (Vienne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;735;Fête d'enfants;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MAISONNEUVE, Paul; ; ; ;né à Tours. -22, rue Ganne ron, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;736;Le rù de Saint;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MAISONNEUVE, Paul; ; ; ;né à Tours. -22, rue Ganne ron, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;737;Une ruelle à Villefranche-sur-mer (Alpes Maritimes;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MAISONNEUVE, Paul; ; ; ;né à Tours. -22, rue Ganne ron, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;738;Nature morte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MAISONNEUVE, Paul; ; ; ;né à Tours. -22, rue Ganne ron, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;739;Nature morte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MAISONNEUVE, Paul; ; ; ;né à Tours. -22, rue Ganne ron, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;740;Rue Sidi Algert;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MAISONNEUVE, Paul; ; ; ;né à Tours. -22, rue Ganne ron, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;741;Quatre mendiants;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MAISONNEUVE, Paul; ; ; ;né à Tours. -22, rue Ganne ron, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;742;Prunes et pêches;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MALASSEZ (Mme), Jeanne; ; ; ;née à Paris. -168, Boule vard Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;743;Fleurs du Midi;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MALASSEZ (Mme), Jeanne; ; ; ;née à Paris. -168, Boule vard Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;744;Chrysantèmes;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MALASSEZ (Mme), Jeanne; ; ; ;née à Paris. -168, Boule vard Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;745;Anémones;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MALASSEZ (Mme), Jeanne; ; ; ;née à Paris. -168, Boule vard Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;746;Brie et Bourgogne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MALVAL (de), Edouard; ; ; ;né à Lyon. -18 rue Molitor, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;747;Mise du Christ au tombeau;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MANGIN, Marcel; ; ; ;né à Cherbourg. -130, boulevard Haussmann, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;748;Femme couchée;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MANGIN, Marcel; ; ; ;né à Cherbourg. -130, boulevard Haussmann, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;749;Portrait;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MARC (Mme) Mathilde; ; ; ;née à Bordeaux (Gironde). -14, rue Clapeyron, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;750;Vase italien;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MARC (Mme) Mathilde; ; ; ;née à Bordeaux (Gironde). -14, rue Clapeyron, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;751;Portrait de Mlle M. F..;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
MARC (Mme) Mathilde; ; ; ;née à Bordeaux (Gironde). -14, rue Clapeyron, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;752;Entrée du Vieux Donjon de Valmont. (Seine;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
